BreachedEntity;State;PublishedDate;BreachType;BreachCategory;RecorsReported;Source;URL
Carroll Saints' Shoppe (vendor PrismRBS);MT;3/1/2019;Electronic;Business;Unknown;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-2019-03-01-Notification-of-Data-Breach-Carroll-College.pdf#
American Cancer Society;GA;3/1/2019;Electronic;Medical/Healthcare;8,716;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/CON-Montana-Notice-of-Data-Event.pdf#
Emerson Hospital (business associate MiraMed);MA;3/8/2019;Electronic;Medical/Healthcare;6,314;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/03/08/emerson-hospital-notice-of-data-breach-to-consumers/#
TEMPTU Inc;NY;3/4/2019;Electronic;Business;1,268;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/03/04/temptu-inc-notice-of-data-breach-to-consumers/#
CorVel Enterprise Comp Inc;OR;3/13/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/BOTH%20-%20CECI%20Feb%202019%20Incident%20-%20Individual%20Notification%2
flexPATH Strategies LLC;CA;3/15/2019;Electronic;Business;91,769;oag.ca.gov;#https://oag.ca.gov/system/files/flexPATH_CA_0.pdf#
Sheet Metal Workers' Local Union No. 104 (reported on 3/18/2019);CA;3/18/2019;Electronic;Business;5,047;oag.ca.gov;#https://oag.ca.gov/system/files/Calif%20Resident%20Letter_0.pdf#
Local Initiative Health Authority of Los Angeles County dba L.A. Care Health Plan;CA;3/18/2019;Paper Data;Medical/Healthcare;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/20190201-LAC-01_Letter_EN_Final_1.pdf#
International Vapor Group;FL;3/12/2019;Electronic;Business;7,656;oag.ca.gov;#https://oag.ca.gov/system/files/IVG%20Security%20Incident%20Notification%20Letter_0.pdf#
OnCourse Learning Corporation;WI;3/8/2019;Electronic;Business;5,600;oag.ca.gov;#https://oag.ca.gov/system/files/ACID_PRINTERPROOFS_20190305_relias501_1%20%282%29%20%5B48%5D_0.PDF#
Arizona Health Care Cost Containment System;AZ;3/11/2019;Paper Data;Medical/Healthcare;3,146;www.azahcccs.gov;#https://www.azahcccs.gov/shared/News/PressRelease/breach.html#
ZOLL Services LLC;PA;3/18/2019;Electronic;Medical/Healthcare;277,319;www.prnewswire.com;#https://www.prnewswire.com/news-releases/zoll-reports-recent-data-security-incident-300814181.html#
RSC Insurance Brokerage, Inc.;MA;3/6/2019;Electronic;Business;2,088;oag.ca.gov;#https://oag.ca.gov/system/files/Sample%20RSC%20CA%20Individual%20Notice_0.pdf#
Covenant Care;CA;3/6/2019;Electronic;Medical/Healthcare;7,678;oag.ca.gov;#https://oag.ca.gov/system/files/Covenant%20Care%20-%20CA%20Notice%20of%20Data%20Event_0.pdf#
Humana (reported on 2/27/2019);KY;2/27/2019;Electronic;Medical/Healthcare;1,447;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Columbia Surgical Specialist of Spokane;WA;2/18/2019;Electronic;Medical/Healthcare;400,000;Columbia;#https://d6tyb85jnfina.cloudfront.net/wp-content/uploads/2019/03/notification-letter-update.pdf#
Pizap;CA;2/17/2019;Electronic;Business;Unknown;www.zdnet.com;#https://www.zdnet.com/article/hacker-puts-up-for-sale-third-round-of-hacked-databases-on-the-dark-web/#
ClassPass;NY;2/17/2019;Electronic;Business;Unknown;www.zdnet.com;#https://www.zdnet.com/article/hacker-puts-up-for-sale-third-round-of-hacked-databases-on-the-dark-web/#
GfyCat;CA;2/17/2019;Electronic;Business;Unknown;www.zdnet.com;#https://www.zdnet.com/article/hacker-puts-up-for-sale-third-round-of-hacked-databases-on-the-dark-web/#
StoryBird;NY;2/17/2019;Electronic;Business;Unknown;www.zdnet;#https://www.zdnet.com/article/hacker-puts-up-for-sale-third-round-of-hacked-databases-on-the-dark-web/#
Petflow;NY;2/14/2019;Electronic;Business;Unknown;2/14/2019;#https://www.zdnet.com/article/127-million-user-records-from-8-companies-put-up-for-sale-on-the-dark-web/#
Younow;NY;2/14/2019;Electronic;Business;Unknown;www.zdnet.com;#https://www.zdnet.com/article/127-million-user-records-from-8-companies-put-up-for-sale-on-the-dark-web/#
HauteLook;CA;2/11/2019;Electronic;Business;Unknown;www.theregister.co.uk;#https://www.theregister.co.uk/2019/02/11/620_million_hacked_accounts_dark_web/#
Bookmate;OR;2/11/2019;Electronic;Business;3,830,916;www.theregister.co.uk;#https://www.theregister.co.uk/2019/02/11/620_million_hacked_accounts_dark_web/#
St. Francis Physician Services / Milestone Family Medicine;SC;3/1/2019;Electronic;Medical/Healthcare;32,178;bonsecours.com;#https://bonsecours.com/greenville/incident-notice#
OneDigital/Digital Insurance, LLC;GA;2/15/2019;Electronic;Business;2,763;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Kids Central Inc.;FL;2/15/2019;Electronic;Business;3,250;www.kidscentralinc.org;#https://www.kidscentralinc.org/wp-content/uploads/2019/02/KCIPublicNotice-Feb2019-1.pdf#
Roll20.net;KS;2/14/2019;Electronic;Business;Unknown;blog.roll20.net;#http://blog.roll20.net/post/182811484420/roll20-security-breach#
Stanwich Mortgage Loan Trust / Ascension Data & Analytics, LLC (third party vendor PairPrep dba OpticsML);CT;2/12/2019;Electronic;Banking/Credit/Financial;53,829;oag.ca.gov;#https://oag.ca.gov/system/files/CA-%20Notice%20of%20Data%20Event_2.pdf#
Florida Keys Community College;FL;2/28/2019;Electronic;Education;4,492;www.fkcc.edu;#https://www.fkcc.edu/2019/02/fkcc-notice-of-data-security-incident/#
Blue Cross Blue Shield of Massachusetts (reported on 2/15/2019);MA;2/15/2019;Electronic;Medical/Healthcare;1,262;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
California Physicians' Service d/b/a Blue Shield of California;CA;2/15/2019;Electronic;Medical/Healthcare;18,416;oag.ca.gov;#https://oag.ca.gov/system/files/BS%20No%20SSN%20Notice_0.pdf#
Molina Healthcare (reported on 2/22/2019);CA;2/22/2019;Electronic;Medical/Healthcare;895;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
West Virginia Public Employees Insurance Agency (reported on 2/27/2019);WV;2/27/2019;Electronic;Business;1,400;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
ShareThis, Inc.;CA;2/11/2019;Electronic;Business;1,900,000;oag.ca.gov;#https://oag.ca.gov/system/files/ShareThis%20-%20Notice%20of%20Data%20Event%20-%20CA%20-%20Exhibit%201_0.
Bamboo HR LLC UT 2/28/2019 Electronic Business 2,497;HR;2/28/2019;Electronic;Business;2,497;oag.ca.gov;#https://oag.ca.gov/system/files/BHR%20General%20Notification%20Sample_0.pdf#
Investment Professionals, Inc. (reported on 2/25/2019);TX;2/25/2019;Electronic;Banking/Credit/Financial;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/02/25/investment-professionals-inc-notice-of-data-breach-to-consumers-2/#
Pasquotank County / Pasquotank- Camden Emergency Medical Services;NC;2/25/2019;Electronic;Government/Military;40,000;www.pasquotankcountync.org;#https://www.pasquotankcountync.org/county-news/2019/2/28/security-breach#
DiPardo Eremic & Co. P.C.;PA;2/25/2019;Electronic;Business;1,098;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/02/25/dipardo-eremic-co-cpas-notice-of-data-breach-to-consumers/#
Capital Asset Management Group, Inc.;DC;2/26/2019;Electronic;Banking/Credit/Financial;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/02/26/capital-asset-management-group-inc-notice-of-data-breach-to-consumers/#
Granite State Glass;NH;2/1/2019;Electronic;Business;107;doj.nh.gov;#https://www.doj.nh.gov/consumer/security-breaches/documents/granite-state-glass-20190201.pdf#
Town of Concord - Concord Police Department log;MA;2/7/2019;Electronic;Government/Military;327;doj.nh.gov;#https://www.doj.nh.gov/consumer/security-breaches/documents/concord-massachusetts-20190207.pdf#
American Tire Distributors, Inc.;CA;2/8/2019;Electronic;Business;257;doj.nh.gov;#https://www.doj.nh.gov/consumer/security-breaches/documents/american-tires-20190211.pdf#
Akwa Vista LLC;NH;2/6/2019;Electronic;Business;81;doj.nh.gov;#https://www.doj.nh.gov/consumer/security-breaches/documents/akwa-vista-20190206.pdf#
Golden Lion Operations, Inc.;CA;2/4/2019;Electronic;Business;3,741;dojmt.gov;#https://dojmt.gov/wp-content/uploads/Golden-Lion-Operations-Inc..pdf#
Marquette Management;IL;2/7/2019;Electronic;Business;1,917;dojmt.gov;#https://dojmt.gov/wp-content/uploads/Marquette-Management-Consumer-Breach-Notification.pdf#
Windham Professionals, Inc.;NH;2/8/2019;Electronic;Banking/Credit/Financial;298;dojmt.gov;#https://dojmt.gov/wp-content/uploads/Windham-Consumer-Notification-1.pdf#
Direct Scripts;OH;2/22/2019;Electronic;Medical/Healthcare;9,319;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/02/22/direct-scripts-notice-of-data-breach-to-consumers/#
Agri Supply Company;NC;2/21/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/02/21/direct-distributors-inc-notice-of-data-breach-to-consumers/#
Wentworth Institute of Technology (reported on 2/19/2019);MA;2/19/2019;Electronic;Education;3,926;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/02/19/wentworth-institute-of-technology-notice-of-data-breach-to-consumers/#
The Borough of Beach Haven;NJ;1/31/2019;Electronic;Government/Military;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/01/31/borough-of-beach-haven-new-jersey-notice-of-data-breach-to-consumers/#
Saline Picture Frame Company;MI;1/31/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/01/31/saline-picture-frame-company-notice-of-data-breach-to-consumers/#
Welk Resort Group, Inc. (reported on 2/22/2019);CA;2/22/2019;Electronic;Business;1,872;oag.ca.gov;#https://oag.ca.gov/system/files/CA-%20Notice%20of%20Data%20Event_3.pdf#
San Antonio Winery, Inc.;CA;2/26/2019;Electronic;Business;565;oag.ca.gov;#https://oag.ca.gov/system/files/CA%20Letter_2.pdf#
Ohio Department of Commerce - Division of Unclaimed Funds;OH;2/15/2019;Paper Data;Government/Military;9,000;www.10tv.com;#https://www.10tv.com/sites/default/files/ohiowrongtaxforms.pdf#
Evergreen Alliance Golf Limited, L.P. dba Arcis Golf;TX;2/25/2019;Electronic;Business;14,868;www.arcisgolf.com;#https://www.arcisgolf.com/paymentcardincident#
Rocky Boy Health Center;MT;2/22/2019;Paper Data;Medical/Healthcare;6,000;www.rbclinic.org;#https://www.rbclinic.org/rbhb/#
Southside Medical Clinic;GA;2/18/2019;Paper Data;Medical/Healthcare;Unknown;www.wsbtv.com;#https://www.wsbtv.com/news/local/atlanta/data-compromised-piles-of-medical-records-found-outside-atlanta-medical-
Salt Lake Community College;UT;2/13/2019;Electronic;Education;42,000;www.slcc.edu;#https://www.slcc.edu/student/financial/docs/1098-t-qa.pdf#
Roper St. Francis Healthcare (reported on 1/29/2019);SC;1/29/2019;Electronic;Medical/Healthcare;35,253;hipaajournal.com;#https://www.hipaajournal.com/13-accounts-compromised-in-roper-st-francis-healthcare-phishing-attack/#
Aetna (reported on 1/30/2019);CT;1/30/2019;Electronic;Medical/Healthcare;2,030;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Catholic Health Initiatives (CHI);MN;1/29/2019;Electronic;Medical/Healthcare;885;lakewoodhealthcenter.org;#https://lakewoodhealthcenter.org/wp-content/uploads/2019/01/FINAL-Substitute-Notice-for-website-posting.pdf#
Rainbow Dental Care PLLC;TX;2/4/2019;Electronic;Medical/Healthcare;10,000;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Lakeland Care, Inc.;WI;2/4/2019;Electronic;Medical/Healthcare;1,300;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
ArmorGames, Inc (reported on 2/11/2019);CA;2/11/2019;Electronic;Business;Unknown;armorgames.com;#https://armorgames.com/page/data-breach-2019#
Artsy;NY;2/11/2019;Electronic;Business;Unknown;www.artnews.com;#http://www.artnews.com/2019/02/14/artsy-data-stolen-security-incident/#
EyeEm;NY;2/11/2019;Electronic;Business;Unknown;eyeem.zendesk.com;#https://eyeem.zendesk.com/hc/en-us/articles/360000977977-Important-Security-Information-for-Your-EyeEm-Account#
StreetEasy;NY;2/19/2019;Electronic;Business;Unknown;www.inman.com;#https://www.inman.com/2019/02/20/one-million-streeteasy-accounts-have-been-hacked/#
Dubsmash;NY;2/8/2019;Electronic;Business;Unknown;dubsmash.com;#https://dubsmash.com/user-notice#
Rubrik;CA;1/29/2019;Electronic;Business;Unknown;techcrunch.com;#https://techcrunch.com/2019/01/29/rubrik-data-leak/#
City of Pompano Beach (Click2Gov);FL;2/23/2019;Electronic;Government/Military;3,790;www.sun-sentinel.com;#https://www.sun-sentinel.com/local/broward/pompano-beach/fl-ne-pompano-water-bill-breach-20190223-story.html#
Dunn Brothers Coffee (POS vendor North Country Business Products, Inc.);MN;2/13/2019;Electronic;Business;Unknown;dunnbrothers.com;#https://dunnbrothers.com/important-security-and-protection-notification/#
Pellissippi State Community College;TN;2/5/2019;Electronic;Education;222;www.pstcc.edu;#http://www.pstcc.edu/records/datafaq#
AZ Plastic Surgery Center;AZ;2/8/2019;Electronic;Medical/Healthcare;5,524;www.azplasticsurgerycenter.com;#https://www.azplasticsurgerycenter.com/wp-content/uploads/2019/02/WPDOCS01-7463674-v1-.pdf#
USR Holdings, LLC;FL;2/8/2019;Electronic;Medical/Healthcare;2,903;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Rush University Medical Center;IL;2/11/2019;Paper Data;Medical/Healthcare;908;www.rush.edu;#https://www.rush.edu/sites/default/files/patient-response-letter-epilepsy-center-012119.pdf#
Crawford Wellness Center, Inc;TX;2/11/2019;Paper Data;Medical/Healthcare;1,500;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Cambridge Healthcare Services, LLC;CA;1/30/2019;Electronic;Medical/Healthcare;10,866;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Stanford University (content management system NolijWeb);CA;2/14/2019;Electronic;Education;Unknown;www.stanforddaily.com;#https://www.stanforddaily.com/2019/02/14/data-breach-allowed-students-to-view-other-students-admission-files-sensi
Coffee Meets Bagel;CA;2/11/2019;Electronic;Business;Unknown;www.databreaches.net;#https://www.databreaches.net/coffee-meets-bagel-notifies-users-of-breach/#
Truluck's Seafood, Steak, & Crab House - Dallas and Southlake;TX;2/13/2019;Electronic;Business;13,422;www.dallasnews.com;#https://www.dallasnews.com/business/restaurants/2019/02/13/popular-business-hotspot-trulucks-reports-data-breach-
Trakt (Trakt.tv);CA;2/7/2019;Electronic;Business;Unknown;scmagazine.com;#https://www.scmagazine.com/home/security-news/movie-and-tv-tracking-service-trakt-belatedly-discovers-2014-breac
United Hospital District;MN;2/4/2019;Electronic;Medical/Healthcare;2,143;www.uhd.org;#https://www.uhd.org/wp-content/uploads/2019/02/Media-Notice.pdf#
Sharecare Health Data Services (SHDS);CA;2/11/2019;Electronic;Medical/Healthcare;7,300;www.hipaajournal.com;#https://www.hipaajournal.com/patients-receive-notifications-of-phi-theft-8-months-after-business-associate-data-brea
Rutland Regional Medical Center (reported on 2/20/2019);VT;2/20/2019;Electronic;Medical/Healthcare;72,224;www.rrmc.org;#https://www.rrmc.org/about/newsroom/2019/public-notice/#
UConn Health;CT;2/21/2019;Electronic;Medical/Healthcare;326,629;health.uconn.edu;#https://health.uconn.edu/securityincident#
Kentucky Counseling Center, LLC;KY;2/11/2019;Electronic;Medical/Healthcare;16,440;kentuckycounselingcenter.com;#https://kentuckycounselingcenter.com/notice-of-privacy-incident/#
Anesthesia Associates of Kansas City;KS;2/1/2019;Paper Data;Medical/Healthcare;3,472;www.aakc.com;#https://www.aakc.com/wp-content/uploads/2019/02/AAKC-Substitute-Notice-Final-Feb-01-2019.pdf#
Sierra View Medical Center - current and former employees;CA;2/1/2019;Electronic;Medical/Healthcare;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Notice%20of%20Data%20Breach_2.pdf#
Applied Data Finance, LLC dba Personify Financial;CA;2/1/2019;Electronic;Banking/Credit/Financial;9,939;oag.ca.gov;#https://oag.ca.gov/system/files/ADF%20-%20%20Data%20Breach%20Notification%20Letter%20Sample_0.PDF#
Bayside Covenant Church, Inc.;CA;2/5/2019;Electronic;Business;1,611;oag.ca.gov;#https://oag.ca.gov/system/files/Bayside%20-%20Notice%20of%20Data%20Event%20-%20CA%20-%20Exhibit%201_0.pd
David B. Cheatham, CPA;CA;2/11/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Cheatham%20Notice_0.pdf#
Five Below, Inc. (reported on 2/14/2019);PA;2/14/2019;Electronic;Business;56,102;oag.ca.gov;#https://oag.ca.gov/system/files/FB_CA_Notice_0.pdf#
North 40 Outfitters (reported on 2/14/2019);MT;2/14/2019;Electronic;Business;18,957;oag.ca.gov;#https://oag.ca.gov/system/files/North%2040%20-Regulation%20Letter%20-%20CA%20-%20FINAL_0.pdf#
AltaMed Health Services Corporation (business associate Sharecare Health Data Services);CA;2/15/2019;Electronic;Medical/Healthcare;6,000;oag.ca.gov;#https://oag.ca.gov/system/files/AltaMed%20--%20CA%20AG_0.pdf#
Volt Information Sciences, Inc.;NY;2/15/2019;Electronic;Business;9,064;oag.ca.gov;#https://oag.ca.gov/system/files/Volt%20-%20Notice%20of%20Data%20Event%20-%20Exhibit%201%20-%20CA_0.pdf#
Print EZ, Inc. NY 2/15/2019 Electronic Business Unknown;EZ;2/15/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Print%20EZ%20-%20CA%20Exhibit%201_0.pdf#
Hourglass Cosmetics;CA;2/15/2019;Electronic;Business;9,626;oag.ca.gov;#https://oag.ca.gov/system/files/Hourglass%20-%20Consumer%20Notice%20-%20US_0.pdf#
pillowpets.com (CJ Products Inc.) CA 2/15/2019 Electronic Business Unknown;CJ;2/15/2019;Electronic;Business;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Pillow%20Pets%20-%20General%20Master%20%281%29_0.pdf#
Centinela Valley Union High School District - employees;CA;2/19/2019;Electronic;Education;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Centinela%20Adult%20Notification%20Letter%20Sample_0.pdf#
Topps Company, Inc. (reported on 2/22/2019);NY;2/22/2019;Electronic;Business;5,700;oag.ca.gov;#https://oag.ca.gov/system/files/CustomerNotice%28US%29%282.2019%29_0.pdf#
Rennline Automotive;VT;2/21/2019;Electronic;Business;2,540;oag.ca.gov;#https://oag.ca.gov/system/files/CA_X108_v02__002__0.pdf#
Rocky Mountain Health Care Services (reported on 2/11/2019);CO;2/11/2019;Electronic;Medical/Healthcare;971;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Memorial Hospital at Gulfport (reported on 2/15/2019);MS;2/15/2019;Electronic;Medical/Healthcare;30,642;gulfportmemorial.com;#http://www.gulfportmemorial.com/news/memorial-notifies-patients-about-email-phishing-in-444#
Graf & Sons Inc.;MO;2/6/2019;Electronic;Business;1,243;www.doj.nh.gov;#https://www.doj.nh.gov/consumer/security-breaches/documents/graf-sons-20190206.pdf#
Don Best Sports Corporation and DBS Canada Corporation;NV;2/6/2019;Electronic;Business;58,000;dojmt.gov;#https://dojmt.gov/wp-content/uploads/Don-Best-Sports-Corporation-and-DBS-Canada-Corporation-Scientific-Games-C
